ID(Khazana),Material composition,CationA,CationB,Anion X,rMass,rIon,class,total_number,atom_type,tool,potential,"Band Gap, HSE06 (eV)","Band Gap, GGA (eV)",dielectric_total,dielectric_electron,dielectric_ion,atomization_energy[eV/atom],total_energy[eV],cutoff_energy[eV],k-points,author,,,
2873,C2H8N1Pb1Cl3,C2H8N1,Pb1,Cl3,4.221,Cl12,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.06,3.08,12.5943,4.8318,7.7625,-4.1591,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2874,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.307,Cl16,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.25,3.3,73.0538,3.8634,69.1904,-4.8895,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2875,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.598,Cl16,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.01,2.97,38.468,3.8462,34.6217,-4.8873,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2876,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.45,Cl16,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.95,2.9,8.1655,3.816,4.3495,-4.8899,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2877,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.425,Cl15,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.84,2.73,8.918,3.8204,5.0976,-4.8895,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2878,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.254,Cl14,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.76,2.84,6.2667,3.6928,2.5739,-4.8938,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2879,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,4.855,N17,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.62,3.55,6.1091,3.614,2.495,-4.8913,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2880,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,4.316,Cl14,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.81,3.77,6.8196,3.7107,3.1089,-4.8911,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2881,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,5.288,Cl14,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.71,3.62,7.6603,3.6656,3.9946,-4.8906,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2882,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,4.763,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.64,3.63,5.6727,3.3401,2.3326,-4.4164,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2883,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,5.39,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.99,3.05,5.6565,3.3616,2.2949,-4.422,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2884,C4H12N1Pb1Cl3,C4H12N1,Pb1,Cl3,3.426,Cl17,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,4.03,2.95,10.7082,3.7653,6.9429,-4.4215,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2885,C4H12N1Pb1Cl3,C4H12N1,Pb1,Cl3,3.43,Cl17,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,4.05,2.95,9.5892,3.8119,5.7774,-4.4228,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2886,C4H12N1Pb1Cl3,C4H12N1,Pb1,Cl3,3.921,Cl17,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,4.5,3.43,5.7042,3.3643,2.34,-4.4255,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2887,C4H12N1Pb1Cl3,C4H12N1,Pb1,Cl3,3.426,Cl17,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,4.07,2.98,8.9377,3.6102,5.3276,-4.4249,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2888,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,4.241,Cl15,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.28,3.19,9.2014,3.636,5.5654,-4.426,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2889,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,2.981,Cl16,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.82,2.88,8.9523,3.6332,5.3191,-4.4261,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2890,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.294,Cl16,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.87,2.95,9.0554,3.7494,5.306,-4.4254,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2891,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.489,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.18,3.13,7.6009,3.589,4.0119,-4.4295,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2892,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.421,Cl15,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.16,3.16,6.3349,3.551,2.7839,-4.4297,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2893,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.337,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.48,3.42,6.1737,3.4258,2.7479,-4.4282,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2894,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.934,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.38,3.32,7.4763,3.8424,3.6339,-4.439,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2895,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.806,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.51,3.44,8.2192,3.75,4.4692,-4.4381,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2896,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.984,C3,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.41,3.34,7.09,3.8118,3.2783,-4.4407,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2897,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,4.545,Cl15,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.75,3.69,7.6646,3.7899,3.8747,-4.4418,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2898,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.898,Cl16,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.61,3.55,5.3608,3.2715,2.0893,-4.3764,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2899,C2H8N1Pb1Cl3,C2H8N1,Pb1,Cl3,2.629,C12,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.64,2.68,5.9471,3.4025,2.5447,-4.3721,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2900,C2H8N1Pb1Cl3,C2H8N1,Pb1,Cl3,3.947,Cl3,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.42,2.46,4.7453,3.1662,1.5791,-4.3783,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2901,C2H8N1Pb1Cl3,C2H8N1,Pb1,Cl3,3.043,Cl1,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.31,2.39,4.9169,3.1909,1.726,-4.3723,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2902,C2H8N1Pb1Cl3,C2H8N1,Pb1,Cl3,3.91,Cl2,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.52,2.59,5.5109,3.3188,2.1921,-4.3773,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2903,C2H8N1Pb1Cl3,C2H8N1,Pb1,Cl3,3.791,Cl1,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.54,3.51,6.27,3.2725,2.9974,-4.3845,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2904,C2H8N1Pb1Cl3,C2H8N1,Pb1,Cl3,4.186,Cl1,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.56,3.52,5.7705,3.2756,2.4949,-4.3848,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2905,C2H8N1Pb1Cl3,C2H8N1,Pb1,Cl3,3.579,Cl2,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.57,3.53,5.3324,3.3895,1.9429,-4.3854,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2906,C2H7N2Pb1Cl3,C2H7N2,Pb1,Cl3,2.775,Cl10,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.31,2.3,5.3725,3.4135,1.959,-4.3868,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2907,C2H7N2Pb1Cl3,C2H7N2,Pb1,Cl3,3.041,Cl12,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.73,2.77,15.1197,4.0339,11.0858,-3.7175,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2908,C2H7N2Pb1Cl3,C2H7N2,Pb1,Cl3,3.383,N14,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.77,2.75,14.1766,4.0355,10.1411,-3.7175,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2909,C2H7N2Pb1Cl3,C2H7N2,Pb1,Cl3,4.244,Cl12,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.64,3.57,10.5337,4.1567,6.377,-3.7211,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2910,C2H7N2Pb1Cl3,C2H7N2,Pb1,Cl3,4.218,Cl10,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.57,3.52,13.5213,4.0025,9.5188,-3.7177,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2911,C2H7N2Pb1Cl3,C2H7N2,Pb1,Cl3,3.959,Cl12,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,4.52,3.45,28.7374,4.4165,24.3209,-3.9538,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2912,C1H6N1Pb1Cl3,C1H6N1,Pb1,Cl3,3.219,Cl3,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.5,2.57,18.073,4.2954,13.7776,-3.9549,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2913,C1H6N1Pb1Cl3,C1H6N1,Pb1,Cl3,3.811,Cl1,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.42,2.53,24.7089,4.412,20.2968,-3.9558,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2914,C1H6N1Pb1Cl3,C1H6N1,Pb1,Cl3,3.46,Cl1,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,4.41,3.4,11.9695,4.0551,7.9144,-3.9336,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2915,C1H6N1Pb1Cl3,C1H6N1,Pb1,Cl3,4.047,Cl1,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,4.41,3.39,22.7179,4.3534,18.3645,-3.9556,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2916,C1H6N1Pb1Cl3,C1H6N1,Pb1,Cl3,3.784,Cl1,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,4.09,3.1,42.6436,4.3198,38.3237,-3.9531,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2917,C1H6N3Pb1Cl3,C1H6N3,Pb1,Cl3,2.616,Cl10,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.41,2.46,10.6013,3.9983,6.6029,-3.936,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2918,C1H6N3Pb1Cl3,C1H6N3,Pb1,Cl3,2.65,Cl9,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.42,2.48,64.0831,4.1295,59.9536,-3.9315,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2919,C1H6N3Pb1Cl3,C1H6N3,Pb1,Cl3,3.836,N12,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,4.46,3.46,22.1198,4.2537,17.8661,-3.9543,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2920,H4N1O1Pb3Cl,H4N1O1,Pb3,Cl1,3.838,Cl1,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,4.49,3.47,14.8882,4.772,10.1162,-3.9377,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2921,H4N1O1Pb3Cl,H4N1O1,Pb3,Cl1,3.561,Cl1,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,4.1,3.12,16.0042,4.6552,11.349,-3.939,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2922,H4N1O1Pb3Cl,H4N1O1,Pb3,Cl1,2.765,Cl2,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,4.16,3.17,4.7105,3.0587,1.6517,-4.4691,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2923,H4N1O1Pb3Cl,H4N1O1,Pb3,Cl1,2.798,Cl3,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,4.52,3.43,4.6404,3.2066,1.4338,-4.4753,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2924,H4N1O1Pb3Cl,H4N1O1,Pb3,Cl1,2.61,Cl2,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,4.52,3.42,4.8275,3.2629,1.5646,-4.475,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2925,H4N1O1Pb3Cl,H4N1O1,Pb3,Cl1,3.184,N9,Hybrid organic-inorganic perovskite,9,5,VASP,PAW,4.6,3.51,5.8309,3.5783,2.2525,-4.271,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2926,C1H5N2Pb1Cl3,C1H5N2,Pb1,Cl3,3.429,N6,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.29,2.38,12.3608,4.1452,8.2156,-4.3969,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2927,C1H5N2Pb1Cl3,C1H5N2,Pb1,Cl3,4.207,C12,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,3.57,2.67,9.5826,4.1733,5.4093,-4.4087,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2928,C1H5N2Pb1Cl3,C1H5N2,Pb1,Cl3,3.512,C12,Hybrid organic-inorganic perovskite,12,5,VASP,PAW,4.29,3.17,17.6022,4.3486,13.2536,-3.7628,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2929,C4H12N1Pb1Cl3,C4H12N1,Pb1,Cl3,3.462,Cl18,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,3.9,2.93,21.2786,4.208,17.0706,-3.7539,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2930,C4H12N1Pb1Cl3,C4H12N1,Pb1,Cl3,3.447,Cl17,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,4.13,3.13,18.7875,4.2999,14.4877,-3.7636,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2931,C4H12N1Pb1Cl3,C4H12N1,Pb1,Cl3,3.598,Cl17,Hybrid organic-inorganic perovskite,21,5,VASP,PAW,4.53,3.48,25.6114,4.599,21.0124,-3.7632,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2932,H5N2Pb1Cl3,H5N2,Pb1,Cl3,3.811,Cl3,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,3.85,2.98,38.774,4.514,34.26,-3.7663,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2933,H5N2Pb1Cl3,H5N2,Pb1,Cl3,4.124,Cl2,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.36,3.37,30.0043,4.5086,25.4957,-3.7678,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2934,H5N2Pb1Cl3,H5N2,Pb1,Cl3,3.197,Cl3,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.46,3.45,14.0071,4.7993,9.2078,-3.7562,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2935,H5N2Pb1Cl3,H5N2,Pb1,Cl3,4.116,Cl3,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.67,3.52,10.6834,3.8574,6.826,-4.5965,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2936,H5N2Pb1Cl3,H5N2,Pb1,Cl3,3.611,Cl3,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.03,3.1,9.3967,3.9515,5.4452,-4.5932,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2937,H5N2Pb1Cl3,H5N2,Pb1,Cl3,3.292,Cl3,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.58,3.47,7.9614,3.8322,4.1292,-4.5936,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2938,H5N2Pb1Cl3,H5N2,Pb1,Cl3,3.395,Cl2,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.11,3.2,9.6314,3.9683,5.6631,-4.0501,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2939,H5N2Pb1Cl3,H5N2,Pb1,Cl3,3.145,Cl2,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.57,3.57,27.0782,4.0859,22.9923,-4.0511,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2940,H5N2Pb1Cl3,H5N2,Pb1,Cl3,3.474,Cl3,Hybrid organic-inorganic perovskite,11,4,VASP,PAW,4.03,3.09,12.873,3.7561,9.1169,-4.0478,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2941,H4N1Pb1Cl3,H4N1,Pb1,Cl3,3.179,Cl4,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,3.74,2.82,12.7845,3.8619,8.9226,-4.0513,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2942,H4N1Pb1Cl3,H4N1,Pb1,Cl3,3.085,Cl3,Hybrid organic-inorganic perovskite,9,4,VASP,PAW,4.75,3.51,11.1719,4.334,6.8378,-4.0649,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2943,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.444,Cl14,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.64,2.65,13.8201,4.382,9.4381,-4.0654,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2944,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.384,Cl14,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.51,2.52,5.5028,3.3874,2.1153,-4.5537,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2945,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,2.655,C2,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.07,3.07,13.7942,3.706,10.0882,-4.5544,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2946,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.71,C2,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.3,3.3,7.3954,3.6745,3.7209,-4.5624,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2947,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.529,Cl14,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.13,3.18,7.5768,3.7212,3.8556,-4.5611,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2948,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.379,Cl14,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,3.59,2.65,6.361,3.6113,2.7496,-4.5631,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2949,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,4.886,Cl15,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.34,3.3,6.4207,3.6302,2.7905,-4.5628,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2950,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,4.079,Cl16,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.14,3.15,7.419,3.5421,3.877,-4.2477,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2951,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,4.397,Cl16,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.15,3.16,6.8887,3.5445,3.3441,-4.2469,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2952,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.813,Cl16,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.16,3.17,8.0164,3.5667,4.4497,-4.2463,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2953,C3H10N1Pb1Cl3,C3H10N1,Pb1,Cl3,3.286,Cl16,Hybrid organic-inorganic perovskite,18,5,VASP,PAW,4.72,3.6,37.4819,3.6905,33.7914,-4.2442,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2954,C3H8N1Pb1Cl3,C3H8N1,Pb1,Cl3,3.545,Cl2,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.47,2.44,28.9607,3.6945,25.2662,-4.243,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2955,C3H8N1Pb1Cl3,C3H8N1,Pb1,Cl3,3.207,N16,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.31,2.32,7.4227,3.7166,3.7061,-4.2552,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2956,C3H8N1Pb1Cl3,C3H8N1,Pb1,Cl3,4.27,Cl3,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.51,2.62,6.3974,3.6301,2.7673,-4.259,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2957,C3H8N1Pb1Cl3,C3H8N1,Pb1,Cl3,3.261,C12,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.29,2.34,6.5473,3.6494,2.8979,-4.2569,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2958,C3H8N1Pb1Cl3,C3H8N1,Pb1,Cl3,3.643,Cl1,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.71,2.41,6.8046,3.6423,3.1623,-4.2586,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2959,C3H8N1Pb1Cl3,C3H8N1,Pb1,Cl3,3.365,Cl2,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.83,2.54,6.6398,3.3814,3.2584,-4.3991,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2960,C3H8N1Pb1Cl3,C3H8N1,Pb1,Cl3,3.786,Cl1,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.95,2.7,6.7444,3.3627,3.3817,-4.4019,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2961,C3H8N1Pb1Cl3,C3H8N1,Pb1,Cl3,3.765,Cl1,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.63,3.61,5.1612,3.1959,1.9653,-4.4026,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2962,C3H8N1Pb1Cl3,C3H8N1,Pb1,Cl3,3.321,Cl1,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.68,3.59,5.5178,3.2073,2.3105,-4.4035,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2963,C3H8N1Pb1Cl3,C3H8N1,Pb1,Cl3,3.819,Cl2,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.64,3.64,5.8325,3.1747,2.6578,-4.4045,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2964,C3H8N1Pb1Cl3,C3H8N1,Pb1,Cl3,4.163,Cl2,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.46,3.31,6.6312,3.4724,3.1588,-4.4091,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2965,C3H8N1Pb1Cl3,C3H8N1,Pb1,Cl3,3.743,C13,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,4.1,3.05,6.7687,3.4704,3.2984,-4.4092,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2966,C3H8N1Pb1Cl3,C3H8N1,Pb1,Cl3,3.425,Cl1,Hybrid organic-inorganic perovskite,16,5,VASP,PAW,3.98,2.9,5.8808,3.441,2.4398,-4.4125,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2967,C3H5N2Pb1Cl3,C3H5N2,Pb1,Cl3,3.196,Cl2,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.8,2.8,5.683,3.4163,2.2667,-4.4112,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2968,C3H5N2Pb1Cl3,C3H5N2,Pb1,Cl3,2.741,Cl1,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.62,2.57,4.5757,2.9843,1.5914,-4.4975,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2969,C3H5N2Pb1Cl3,C3H5N2,Pb1,Cl3,2.714,Cl1,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,3.74,2.69,5.0322,3.2117,1.8206,-4.4983,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2970,C3H5N2Pb1Cl3,C3H5N2,Pb1,Cl3,4.015,Cl2,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,4.63,3.65,5.4024,3.2001,2.2023,-4.4983,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2971,C3H5N2Pb1Cl3,C3H5N2,Pb1,Cl3,3.992,Cl1,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,4.65,3.63,7.7405,3.4784,4.2621,-4.3991,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2972,C3H5N2Pb1Cl3,C3H5N2,Pb1,Cl3,3.676,Cl1,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,4.4,3.46,5.5548,3.1971,2.3577,-4.396,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2973,C3H5N2Pb1Cl3,C3H5N2,Pb1,Cl3,4.383,Cl2,Hybrid organic-inorganic perovskite,14,5,VASP,PAW,4.43,3.48,4.954,3.1432,1.8107,-4.3932,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
2974,C2H8N1Pb1Br3,C2H8N1,Pb1,Br3,1.325,C2,Hybrid organic-inorganic perovskite,15,5,VASP,PAW,3.05,2.21,7.1649,3.4494,3.7155,-4.3967,,,,C.Kim,T.D.Huan,S.Krishnan,R. Ramprasad
